trial_id,pair_id,trial_number,condition,target_word,participant_id,role,seg,start,end,text,source
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,0,3.234,4.586,It's a latex.,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,2,4.8,5.038,"You,",textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,4,5.857,6.78,You uhm,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,6,8.804,10.983,"No, you sort of, like, uh",textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,8,11.65,12.421,uh,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,10,13.18,15.168,uh you have them at parties a lot.,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,12,15.769,16.331,You usually,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,14,16.696,18.061,"give them to someone, like,",textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,16,18.343,20.158,"say happy birthday, I guess ta-",textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,103,clue_giver,18,20.476,20.672,Yeah,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,203,guesser,1,6.809,7.556,Washing up glove.,textgrid
103_203_14_1_20250113_152536_balloon_board,103_203,14,board,balloon,203,guesser,3,19.826,20.171,Balloon.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,1,1.547,3.11,"okay, it's a type of meat",textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,3,3.506,6.324,"uh, comes from an animal that's pink.",textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,5,7.629,7.797,Yeah.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,7,8.507,9.316,mm,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,9,9.944,10.621,"no,",textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,11,11.345,12.274,similar though.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,13,15.192,17.971,"No, no, no, no, it's like streaky.",textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,103,clue_giver,15,18.815,18.987,Yeah,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,203,guesser,1,7.105,7.398,Pig.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,203,guesser,3,7.819,8.169,Pork.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,203,guesser,5,12.418,12.923,Pork.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,203,guesser,7,13.848,14.434,Uh Beef.,textgrid
103_203_15_1_20250113_152557_bacon_board,103_203,15,board,bacon,203,guesser,9,18.365,18.674,Bacon,textgrid
103_203_16_1_20250113_152613_chlorine_board,103_203,16,board,chlorine,103,clue_giver,0,4.649,5.161,uhm,textgrid
103_203_16_1_20250113_152613_chlorine_board,103_203,16,board,chlorine,103,clue_giver,2,7.501,8.249,"Okay,on..",textgrid
103_203_16_1_20250113_152613_chlorine_board,103_203,16,board,chlorine,103,clue_giver,4,8.491,11.701,"on the periodic table, it would look like CL.",textgrid
103_203_16_1_20250113_152613_chlorine_board,103_203,16,board,chlorine,103,clue_giver,6,13.01,13.151,Yeah,textgrid
103_203_16_1_20250113_152613_chlorine_board,103_203,16,board,chlorine,203,guesser,1,12.424,12.809,Chlorine.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,0,2.182,3.659,"Okay, this is a type...",textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,2,4.582,7.229,"Okay, you can make clothes out of this,",textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,4,7.81,9.445,and it's from an animal.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,6,11.302,11.718,No.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,8,12.6,13.051,No.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,10,14.096,14.948,Think...,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,12,17.371,17.972,uh,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,14,18.426,21.883,"From an animal that's white with, like, black patches on it, usually.",textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,16,23.52,24.23,"You-uhm, it...",textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,18,24.603,25.223,gives milk.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,20,26.539,26.917,Yeah.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,103,clue_giver,22,27.604,27.776,Yeah,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,1,10.339,10.769,Silk.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,3,11.877,12.207,Wool.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,5,13.115,13.573,Cotton.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,7,21.723,22.362,White,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,9,26.005,26.334,Cow.,textgrid
103_203_17_1_20250113_152643_leather_board,103_203,17,board,leather,203,guesser,11,27.028,27.367,Leather.,textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,103,clue_giver,0,2.984,3.429,"You,",textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,103,clue_giver,2,5.601,6.843,you do this on it.,textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,103,clue_giver,4,10.2,10.358,Yeah,textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,203,guesser,1,8.074,8.361,"Bed,",textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,203,guesser,3,8.834,9.295,"sleep,",textgrid
103_203_18_1_20250113_152657_pillow_board,103_203,18,board,pillow,203,guesser,5,9.557,9.922,pillow.,textgrid
103_203_19_1_20250113_152712_traffic_board,103_203,19,board,traffic,103,clue_giver,0,2.574,5.823,This usually happens when you're in the car,textgrid
103_203_19_1_20250113_152712_traffic_board,103_203,19,board,traffic,103,clue_giver,2,6.449,8.17,and it can be quite annoying.,textgrid
103_203_19_1_20250113_152712_traffic_board,103_203,19,board,traffic,103,clue_giver,4,9.309,11.621,W...it's when there's lots of cars on the road.,textgrid
103_203_19_1_20250113_152712_traffic_board,103_203,19,board,traffic,103,clue_giver,6,12.72,12.892,Yeah,textgrid
103_203_19_1_20250113_152712_traffic_board,103_203,19,board,traffic,203,guesser,1,12.019,12.511,Traffic.,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,0,3.098,4.335,Think like,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,2,5.074,8.218,lemon or like lime. You know that sort of,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,4,8.941,10.691,weird after..,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,6,12.836,13.932,feel you get.,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,8,14.266,15.059,It's that uh,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,10,16.856,18.742,"It's quite difficult to explain, uh",textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,12,20.641,20.93,"Yeah,",textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,103,clue_giver,14,21.949,22.338,that was good,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,203,guesser,1,8.748,8.955,mm,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,203,guesser,3,15.813,17.306,"Lemon, lime, sssss",textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,203,guesser,5,18.543,19.416,citrus,textgrid
103_203_20_1_20250113_152735_bitter_board,103_203,20,board,bitter,203,guesser,7,19.763,20.247,bitter.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,1,7.685,8.827,What can I say,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,3,9.285,11.431,that isn't one of the words there? Uhm,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,5,12.484,13.135,suff,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,7,13.65,15.541,"sort of, like, furry",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,9,16.763,17.253,in...,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,11,20.249,23.147,"I really don't know how to say that without any of the words, uhm",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,13,25.812,26.236,It's,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,15,26.63,28.008,a dangerous...,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,17,29.002,29.301,n-,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,19,29.534,30.75,"no, it's...",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,21,32.607,33.324,Lives in...,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,23,34.394,34.653,"Yeah,",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,25,34.969,36.233,lives in the wild.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,27,37.01,37.635,It's...,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,29,38.293,40.339,"It's not king of the jungle but like,",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,31,40.743,41.763,similar in,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,33,42.056,43.32,"in that area, no",textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,35,43.762,44.083,No.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,103,clue_giver,37,45.239,45.437,Yeah,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,1,15.944,16.23,mm,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,3,28.172,28.538,Mold.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,5,32.189,32.689,furry.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,7,33.441,34.084,Is it an animal?,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,9,35.078,35.294,kay,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,11,37.681,37.938,Bear?,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,13,39.875,40.254,Lion.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,15,41.499,42.033,jaguar,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,17,43.124,43.556,Panther.,textgrid
103_203_21_1_20250113_152824_tiger_board,103_203,21,board,tiger,203,guesser,19,44.745,45.108,Tiger.,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,1,2.13,2.533,"ooh,",textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,3,2.732,3.429,uuhm,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,5,4.587,5.581,"right,",textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,7,7.191,7.961,uh,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,9,14.239,15.138,metal,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,11,15.738,16.664,cone-like,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,13,17.035,17.644,thing,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,15,17.944,19.999,that you play with your mouth,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,17,22.233,22.37,That,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,19,22.788,24.05,isn't the saxophone,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,21,24.71,26.201,but is in a similar genre,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,23,29.649,30.348,Next one.,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,203,clue_giver,25,31.67,32.119,There we go,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,103,guesser,1,20.763,21.521,uh,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,103,guesser,3,22.267,23.181,mmm...my,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,103,guesser,5,27.618,28.423,Is it like flute,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,103,guesser,7,28.705,29.328,something like that?,textgrid
103_203_23_1_20250113_152946_trumpet_ground,103_203,23,ground,trumpet,103,guesser,9,30.796,31.221,Trumpet?,textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,1,1.826,2.368,"Okay,",textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,3,2.899,3.556,uhm,textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,5,5.034,6.598,"Italians', favourite",textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,7,6.962,7.42,food?,textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,9,8.617,9.198,"Yeah, pas-",textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,203,clue_giver,11,9.402,9.639,yeah,textgrid
103_203_24_1_20250113_152957_pasta_ground,103_203,24,ground,pasta,103,guesser,1,7.608,8.707,"Pasta, pizza",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,1,1.277,1.838,Uhm,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,3,3.934,6.158,"Shh, okay, they're, they're small.",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,5,6.549,7.92,"People, people own them.",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,7,8.739,9.284,uhm,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,9,10.026,12.379,"They had a, a movie where they were spies.",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,11,14.654,15.184,They,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,13,15.386,16.363,are an animal.,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,15,18.147,19.172,People look after them.,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,17,20.03,21.739,"uh, they roll around in balls",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,19,24.945,26.564,"plastic, plastic balls",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,203,clue_giver,21,27.956,28.28,there we go,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,1,13.345,14.217,Marbles?,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,3,16.967,17.539,"Oh, an animal,",textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,5,17.821,18.133,uh,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,7,18.483,19.099,Rats?,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,9,19.304,19.957,Mice,textgrid
103_203_25_1_20250113_153028_hamster_ground,103_203,25,ground,hamster,103,guesser,11,27.285,27.96,"oh, hamsters",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,1,3.23,3.785,uhm,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,3,4.037,5.356,its a,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,5,5.818,6.305,thing,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,7,7.673,8.54,that,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,9,10.157,12.124,"produces, another thing",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,11,13.876,14.356,in,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,13,14.559,15.938,anticipation of,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,15,16.453,17.668,natural disasters.,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,17,19.365,20.17,to,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,19,21.102,22.068,alert,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,21,22.467,23.121,people,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,23,23.642,24.85,of danger.,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,25,32.19,32.879,Close.,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,27,34.336,37.123,Close. What's the machine that produces an alert?,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,29,40.63,41.958,"It's, uh...",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,31,44.757,45.559,yes,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,33,50.544,51.339,Yes.,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,35,52.597,53.917,"They're on, they're on...",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,37,55.482,59.179,"Uhm, emergency service vehicles, they're also on,",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,39,59.513,60.513,natural disaster,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,41,62.023,62.274,Yeah,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,203,clue_giver,43,63.935,64.282,Yeah,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,1,26.315,27.843,"Is it like a, uhm",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,3,29.837,31.101,"Uh, an alert, like...",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,5,33.128,33.729,Warning?,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,7,36.814,37.773,"Oh, uhm...",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,9,43.226,45.036,"I know what it is, I don't remember what the name is though",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,11,45.711,46.178,uh,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,13,47.056,49.999,Is it like that thing where it has the red thing inside and spins around?,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,15,59.559,59.928,Oh oh,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,17,60.285,60.73,uhm,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,19,61.196,64.11,"no I know, I know, I know, the things on ambulances.",textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,21,64.495,66.134,uh huh what are they called?,textgrid
103_203_26_1_20250113_153140_siren_ground,103_203,26,ground,siren,103,guesser,23,67.494,69.573,"An alarm, I don't, I don't know, uh...",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,1,1.617,1.946,okay,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,3,2.447,2.996,uhm,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,5,3.705,4.221,chh,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,7,5.08,5.818,uh,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,9,6.119,7.892,"the big thing in,",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,11,8.911,10.689,"uh, Brazil",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,13,14.183,16.121,"the... big... natural,",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,15,16.579,18.575,uhm collection of,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,17,18.778,19.492,uh,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,19,20.416,21.104,plants,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,21,21.574,22.258,and,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,23,23.252,24.084,"uh, other word",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,203,clue_giver,25,25.722,26.076,there we go,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,103,guesser,1,0.08,1.473,"oh yeah, that's what it is",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,103,guesser,3,12.818,13.764,talking about the monument,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,103,guesser,5,17.562,18.06,River,textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,103,guesser,7,22.036,22.778,"rainforest,",textgrid
103_203_27_1_20250113_153217_jungle_ground,103_203,27,ground,jungle,103,guesser,9,25.108,25.541,jungle,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,1,1.459,2.18,uhm,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,3,2.7,3.267,schhhh,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,5,4.985,5.778,you,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,7,6.26,7.292,have it,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,9,8.239,9.315,once every year,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,11,10.274,11.701,and it marks...the,textgrid
103_203_28_1_20250113_153235_birthday_ground,103_203,28,ground,birthday,203,clue_giver,13,12.224,14.939,"t-, start of your life",textgrid
